,Discription,Name,Age,Date,Sex,Size,Color,Education,Breed,Adjusted to,Image,Link
70,"זאת הקציצה הכי מתוקה בעולם כולו!!!!!!! ממרח של אהבה, מאי המהממת שלנו, איך יכול להיות שדובונת כזאת עדיין פה? היא ננטשה פעמיים מבית ואיך לא, פיתחה חרדת נטישה. אבל אם תקחו אותה אתכם לעבודה (או אם אתם עובדים מהבית) כל יום יהפוך ליום עמוס באהבה. יש דבר יותר מושלם מלעבוד כשלצידך דובונית מתוקה שכזאת? מאי לוקחת חלק בפרויקט  #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילו-עלינו ו-2 שקי מזון מתנת ביופט.",מאי,8 שנים,15-07-2015,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2024/01/mai-3-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%90%d7%99-3
71,"הנרי היפיוף! כלבלב עם עיניים מדברות, הגיע אלינו פצוע כולו. הוא טופל והחלים ועכשיו רק מחכה, לבית מפנק שיאהב לתמיד. רועה מעורב עם לב זהב.",הנרי,4 שנים,09-01-2020,זכר,בינוני,חום שחור,חינוך בסיסי,"מעורב, רועה גרמני","ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/08/henri4-330x330.jpg,https://www.letlive.org.il/?pet=%d7%94%d7%a0%d7%a8%d7%99
72,"היא שכבה קפואה בפינת הכלוב בהסגר. איש לא הצליח להתקרב אליה במשך יותר מדי זמן. העברנו את ליה אלינו לכלבייה והיא עובדת כעת עם המאלפים שלנו כדי ללמוד לבקש אהבה. כלבה סופר עדינה ומקסימה ששוברת את הלב, מתמכרת למגע וזקוקה לבית סבלני ומנוסה שיתקן את הלב.",ליה,6 שנים,19-04-2017,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2024/01/lia-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%99%d7%94-2
73,"שנים הוא היה בבית ושנים ארוכות מדי שהוא כאן…צ'רלי האהוב שלנו. מתיישב עלייך ופשוט דורש, אהבה בלי סוף, לתת ולקבל. צ'רלי הוא כלב עדין ומקסים שננטש, אז… כי לחוץ במפגש ראשוני עם אנשים. אז מה??????? לא שווה להשקיע יותר מרגע כדי לזכות בכמויות האהבה הבלתי נגמרת שיש למהמם הזה לתת? כלב שכולו חיוכים ופינוקים , צ'רלי לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו, ו-2 שקי מזון גדולים מתנת אורבן צ'ויס..",צ'ארלי,8 שנים,22-10-2015,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2024/01/charli-1-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a6%d7%90%d7%a8%d7%9c%d7%99-6
74,"חביבי המתוק, נמצא משוטט במצב נוראי עם מחלת עור קשה. הוא טופל והחלים לגמרי אבל הלב נשאר פצוע וכואב. כלבלב מאוד חששן ופחדן, שזקוק להרבה עבודה וסבלנות. יהיה פרטנר מצויין בבית בו יש עוד כלבלבים ומאמצים סבלניים עם ניסיון ורצון להעניק לו חיים מלאים באהבה.",חביבי,שנתיים,07-04-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/01/habibi-330x330.jpg,https://www.letlive.org.il/?pet=%d7%97%d7%91%d7%99%d7%91%d7%99
75,"כלב גדול מדהים ואהוב במיוחד, שלג לב זהב, לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו ושני שקי מזון גדולים מתנת ביופט.הכלב שיוציא אתכם לטיולים בטבע, ישחק אתכם, ישתובב אתכם ויתפנק בלי סוף! שלג המהמם שלנו. גור נצחי, שממיס לבבות בלי הפסקה. לצדו של שלג, אי אפשר שלא לחייך תמיד ולהיות מאוהבים תמידית. שלג יכול להיות טריטוריאלי ולכן לא מתאים לבית עם ילדים קטנים או אנשים לא מנוסים.",שלג,10 שנים,29-08-2013,זכר,בינוני,לבן,חינוך בסיסי,"מעורב, לברדור","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2024/01/sheleg6-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%9c%d7%92-2
76,"למהממת הזאת אנשים נוראיים גזרו את האוזניים, היא למרות הזוועות שחוותה, מוכנה לפתוח את הלב לאהבה. כלבה מקסימה.",עינב,שנתיים,12-01-2022,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2024/01/einav0-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a2%d7%99%d7%a0%d7%91-5
77,"כלב סופר עדין וחששן שלוקח לו המון זמן להפתח ולכן זקוק למאמצים סבלניים, עם ניסיון, שיעבדו איתו לאט ויאפשרו ללב המתוק להפתח. אחד המתוקים שיש, נסיך של האגדות שהכי שווה את ההשקעה.",פרסלי,6 שנים,06-09-2017,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/05/presli1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%a8%d7%a1%d7%9c%d7%99
78,"הכלבלבונת שמסתדרת עם כולםםםםם וכולם מסתדרים איתה, אוהבים ומעריצים אותה. סאשה הכלבה שעושה לכולם שמח בלב. כלבה שאוהב לשחק ולהתפנק עם מי שבא וגורמת לכולם לחייך בלי הפסקה. כלבה סופר חכמה ומהממת!.",סאשה,שנה,01-01-2023,נקבה,בינוני,חום,חינוך בסיסי,"מעורב, מלינוואה","בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2024/01/sasha76-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%90%d7%a9%d7%94
79,איך היא אוהבת להתרגש! רועה צ'כית מהממת ביופיה ובאופיה. אסיה המהממת הגיעה אלינו אחרי שנדרסה. היא טופלה והחלימה ומאז מתרגשת מכל מי שהיא פוגשת ומראה כמויות אדירות של אהבה..,אסיה,6 שנים,02-01-2018,נקבה,בינוני,חום שחור,מאולף,רועה צ'כי,"ספורטאים, ילדים",https://www.letlive.org.il/wp-content/uploads/2024/01/asia-8-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%a1%d7%99%d7%94-2
80,"אחד הפרצופים המתוקים אם לא ה-!! מייקי המושלם! כלבלבון בן שנה שהגיע אלינו עם פצע כואב ומזוהם בראשו! הגיבור הזה עבר ניתוח מורכב, הראייה קצת נחלשה, בעיקר למרחוק, אבל הוא לגמרי בריא והכי הכי גיבור! עדין ומתוק שמכור לפינוקים, מחונך ומאולף ובאמת שהפרצוף הזה דורש נשיקות על האף..",מייקי,שנה,02-01-2023,זכר,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2024/01/miki2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%99%d7%99%d7%a7%d7%99-5
81,גם דוגמן וגם הכלב הכי חמוד בעולם! חמו חמידות. כלבלב על 3 רגליים מתפנק ואוהב שבעיניו החמודות מבקש שתעניקו לו בית חם ומפנק. סופר חברותי וחכם..,חמו,שנה,08-03-2023,זכר,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2024/01/himon-4-330x330.jpg,https://www.letlive.org.il/?pet=%d7%97%d7%9e%d7%95
82,"אביעד המהמם, כלבלב מתוק שלאהבה נולד, אומץ בתור גור ואז לכלבייה חזר עצוב ומקווה כעת למצוא בית שלתמיד יידע שזכה בכלבלב מהאגדה. אביעד לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילו, עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",אביעד,7 שנים,06-10-2016,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/06/aviad-330x330.jpeg,https://www.letlive.org.il/?pet=%d7%90%d7%91%d7%99%d7%a2%d7%93
83,"פבליטו הכלבלב והאוזניים המתוקות בעולם! הגיע אלינו חולה, טופל והחלים, אומץ וחזר מבית עם לב מרוסק לרסיסים. כלב שאיבד את האמון בבני אדם, זקוק ליותר מרגע אחד להכיר כדי להפתח ולתת את האהבה הלב שמפחד שוב להפגע..",פבליטו,3 שנים,10-02-2021,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/07/chara-6-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%91%d7%9c%d7%99%d7%98%d7%95
84,"את זואי המקסימה נטשו כבר מ-3 בתים! כלבה של אהבה, שמאוד טריטוריאלית ולא מסתדרת עם כלבים אחרים ולכן ננטשה כל כך הרבה פעמים. שבורת לב וצמאה לאהבה, זואי רוצה הפעם להגיע לבית- לתמיד! זואי לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילה- עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",זואי,7 שנים,01-01-2017,נקבה,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2024/01/zoe-18-330x330.jpg,https://www.letlive.org.il/?pet=%d7%96%d7%95%d7%90%d7%99-2
85,"7 שנים שהג'ינג'י המדהים הזה היה בבית ואז לכלוב ננטש. מאז, בצדק, האמון שלו בבני אדם אבד ומאז כבר שנתיים שהוא מחכה לחזור הביתה. #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילו-עלינו ו-2 שקי מזון מתנת ביופט. ג'וש זקוק לבית עם סבלנות וניסיון, בלי ילדים קטנים, ייקח לו זמן להסיר את החמות אבל כשזה יקרה, הוא יהיה חבר אמיתי!.",ג'וש,10 שנים,18-07-2013,זכר,קטן,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/12/gosh-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%95%d7%a9-4
86,"את רן המתוק חילצנו ממאגר מים בו נתקע ולא היה מסוגל לצאת משם, מה שכמעט עלה לו בחייו. כלב עדין וחששן שלומד עכשיו להכיר אנשים טובים ומחכה למאמצים עם סבלנות והרבה אהבה, להעניק לו בית חם בו יוכל לצבור חוויות חדשות לחיים.",רן,3 שנים,01-06-2020,זכר,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/12/rab-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%9f-2
87,"הכלבלב שמוכיח שהגיל הוא רק תרגיל, לופ האהוב שלנו. כמה שהמתוק הזה אוהב לרוץ, לשחק ולהשתובב. הוא אוהב להתנשק ולהתפנק בלי סוף אבל לפעמים מתוך מגע של פינוקים, פתאום משהו לא נעים לו והוא מתרגז ומתהפך. זכותו לא?.לופ מחכה לאנשים שרוצים להוציא מהכלוב כלב אהוב שמחכה כאן כבר שנים (!!!) לרוץ מפה. לופ מאולף ומעלף. מחכה ביחד עם עוד עשרות כלבים מבוגרים במסגרת #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, טיפולים רפואיים עלינו ושני שקי אוכל גדולים מתנת ביופט.",לופ,11 שנים,09-01-2013,זכר,גדול,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/12/lup-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%95%d7%a4
88,"ויני המהממממם שלנו. רוטווילר מעורב עם לב זהב שמחכה אצלנו שנים. הוא שננטש מבית כי היה טריטוריאלי ומחכה יותר מדי זמן, למאמצים עם ניסיון, שידעו להתנהל איתו ויזכו באהבה בכמויות. מאז הנטישה, לויני לוקח זמן לסמוך על מי שלא מכיר, אבל כשהוא נפתח, הלב מתרחב ממש והוא ממרח בלתי רגיל! הוא מאולף, הוא מעלף, הוא החודש בן 8 והגיע הזמן שיזכה לאהבה ומיטה חמה..ויני לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, במידת הצורך, ו-2 שקי מזון.",ויני,9,29-01-2015,זכר,בינוני,חום שחור לבן,מאולף,"מעורב, רוטווילר","ספורטאים, אנשים שכבר גדלו כלב בעבר, ילדים",https://www.letlive.org.il/wp-content/uploads/2022/12/IMG_0358-2-%D7%A7%D7%98%D7%9F-330x330.jpg,https://www.letlive.org.il/?pet=%d7%95%d7%99%d7%a0%d7%99-2
89,"שנים שהפרצוף לב הזה מחכה לבית. לאהבה. הכלב הכי מושלם בעולם. באמת. אין דברים כמוהו וזה מדהים, שבמהלך השנים ואלפי אנשים שעברו ליד הכלוב שלו ולא ברור איך, איש לא התאהב בלב שבו. חסון המהממון שלנו, פשוט כלב שכל כולו אהבה. מנשק, מחבק, רק מבקש עוד ועוד להתפנק. העובדה שהוא עדיין כאן- היא באמת בגדר תעלומה..חסון לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו,  כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו ו-2 שקי מזון מתנת ביופט. תעשו #מקוםבלב למדהים הזה ותזכו באהוב מושלם.",חסון,10 שנים,23-10-2013,זכר,בינוני,חום,חינוך בסיסי,"מעורב, אמסטף","ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/12/hason-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%97%d7%a1%d7%95%d7%9f
90,"אומרים שהכלב הוא חברו הטוב ביותר של האדם ולמרות זאת, נוטשים אותם כל הזמן..אמיגו האהוב הגיע אלינו עם אחיו בתור גור קטן, מבסיס צבאי. כל האחים, כולל אמיגו, אומצו אבל את אמיגו החזירו לכלוב ומאז עברו כבר 7 שנים. אמיגו ננטש כי רכושני כשאוכל או משחק. לכל בעיה יש פיתרון, אבל אמיגו נזרק לכלוב והשנים עוברות ובגיל 8 המהמם הזה צריך לצאת הביתה. אמיגו לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים בהתאם לגילו-עלינו-2 שקי מזון מתנת אורבן צ'ויס.",אמיגו,9,04-02-2015,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/12/amigo9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%9e%d7%99%d7%92%d7%95
91,"כלבה מקסימה וטובה שננטשה מבית עם לב שבור. פנסי היא כלבה מאוד קנאית לתשומת לב ולכן רצוי שתהיה בת יחידה ותזכה בכל האהבה שמגיע לה, בלי שתתעורר בה קנאה.",פנסי,5 שנים,11-07-2018,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/12/fenci-3-330x330.jpg,https://www.letlive.org.il/?pet=41744
92,"רקס המשגע. כלבלב עם אוזן כזאת חמודה שמחכה לשמוע מילים של אהבה. כלב עדין וקצת פחדן, מחכה למאמצים עם ניסיון וסבלנות, שיעניקו לו בית בו יוכל להתכרבל ולהרגיש הכי אהוב שיש.",רקס,שנה,03-08-2022,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/03/rexi-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%a7%d7%a1-3
93,"לב גדול ומקסים, שהגיע אלינו במצב נוראי ומאז פחות סומך על בני אדם. כשנפתח, הוא נותן את כל הלב! אבל זקוק למאמצים עם ניסיון.",לב,6 שנים,17-07-2017,זכר,גדול,בז',חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2020/10/lev43-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%91
94,"פרידה המהממת, חמידות שיא של כלבה, שננטשה מבית בגלל שרכושנית מאוד למקום שלה, לצעצועים שלה ולאוכל שלה ולכן למרות המתיקות, לא מתאימה לכל בית. פרידה זקוקה למאמצים עם ניסיון, בבית בלי ילדים קטנים, אם תדעו להציב לה גבולות ולעבוד איתה נכון, תזכו בבובה אמיתית..",פרידה,3 שנים,13-05-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2023/12/frida1-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%a8%d7%99%d7%93%d7%94-2
95,"פונצ'ו המשגע הסתובב במשך יותר מדי זמן לבדו ברחובות באר שבע. המהמם הזה הצליח לשרוד בגבורה, עכשיו הוא רוצה להפסיק את הנדודים ולהגיע לבית שידאג לו ויפנק בלי הפסקה. פונצ'ו לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילו- עלינו, ו-2 שקי מזון מתנת אורבן צ'ויס..",פונצ'ו,8 שנים,06-05-2015,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/12/poncho-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%95%d7%a0%d7%a6%d7%95
96,"חתיך על חלל שמעניק אהבה בכמויות גדולות! ארטיום המשגע, כלב חזק ומדהים, שאוהב מלא לשחק אבל ממש לא מוותר על ים של נשיקות ופינוקים. ארטיום לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, טיפולים רפואיים עלינו ושני שקי אוכל גדולים מתנת ביופט.",ארטיום,7 שנים,08-02-2017,זכר,גדול,חום שחור,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/12/art63-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%a8%d7%98%d7%99%d7%95%d7%9d
97,"קוקי קוקילידה הבובה! ממש מחכה להמתיק לכם את החיים. אוהבת להוציא הרבה אנרגיה בטיולים ועם זאת, לא מוותרת אף פעם על ישיבת פינוקים.",קוקי,3 שנים,04-02-2021,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/07/kuki-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a7%d7%95%d7%a7%d7%99-4
98,"סאני הכלבלבונת שכולה קסם ואהבה. כלבה שנמצאה משוטטת לבדה והשבב הוביל ליותר מדי אנשים שהעבירו אותה מיד ליד, כאלו היתה חפץ משומש. עכשיו סאני מבקשת להגיע לבית שיבטיח להיות שלה לתמיד.",סאני,6 שנים,10-12-2017,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/12/sani-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%90%d7%a0%d7%99-7
99,"קונגו המשגע אומץ בתור גור קטן וחזר אחרי מספר חודשים עם לב שבור לרסיסים. מתוק אמיתי, עדין ומקסים, שמחכה עכשיו לבית שיודע שלאמץ אותו זה להפוך אותו- לתמיד, לחלק בלתי ננפרד מהמשפחה.",קונגו,3 שנים,05-02-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/03/kongo-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a7%d7%95%d7%a0%d7%92%d7%95
100,"כלבלבונת עם עיניי שקד מלא בעצבות תהומית, ג'מה שלנו היא ילדונת פחדנית שזקוקה לבית סובלני מלא באהבה כדי להחליף את המבט העצוב בשמחה. היא עובדת עם המאלפים שלנו, אבל רק בבית מחבק תוכל לפרוח ולהיות הכי מאושרת שיש. ג'מה מחכה אצלנו כבר שנים ארוכות למאמצים סבלנים, היא לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו, במידת הצורך ו-2 שקי מזון גדולים מתנת ביופט.",ג'מה,9,13-03-2015,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2023/02/gema1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%9e%d7%94
101,"את מותק המתוקה נטשו מבית כי טריטוריאלית ולא מסתדרת עם כל הכלבים. כלבה עם לב מרוסק, מחכה עכשיו להכיר מאמצים מנוסים, שיתקנו את הסדק שנגרם לה בלב ויבטיחו לה בית לתמיד.",מותק,3 שנים,01-07-2020,נקבה,בינוני,חום שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/01/motek-4-330x330.jpg,https://www.letlive.org.il/?pet=53958
102,"חתיך על שהספיק בחייו הקצרים כבר לפגוש אנשים לא נחמדים,,ולכן שון המהממון שלנו לא תמיד סומך על בני אדם, מחכה למאמצים מנוסים שיתקנו את הלב, שיבטיחו לתמיד בית אוהב.",שון,7 שנים,29-12-2016,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/11/%D7%A9%D7%95%D7%9F01-4-800x557-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%95%d7%9f-6
103,"כל מה שצריך זה מאמצים עם סבלנות וניסיון ומוהק ייתן אהבה בכמויות! מוהק כלב שרק רוצה כל היום להתפנק ולהתכרבל בלי הפסקה. אבל את כל זה אפשר לגלות רק אחרי הכרות מעמיקה..כשמוהק מכיר אנשים חדשים, הוא לרב נלחץ מאוד והופך תוקפני ולכן עדיין לא מצא מישהו שישאר יותר מרגע אחד ויגלה את הממתק שבפנים. מוהק זקוק למאמצים עם ניסיון, עם ליווי מלא שלנו כמובן..",מוהק,7 שנים,21-12-2016,זכר,גדול,בז',חינוך בסיסי,"מעורב, לברדור","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/11/mohak-8-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%95%d7%94%d7%a7
104,"את ג'סי נטשו מבית כשהתחילו עבודות תמא בבניין והוא פחד מהרעשים..ג'סי הוא כלב מקסים, אוהב אנשים וילדים אבל הוא לחוץ במפגש ראשון וכן, הוא גם מפחד מרעשים. רגיש, מתוק, עמוס באהבה, מחכה הפעם לבית שיבטיח להיות שלו בטוב וגם ברע. ג'סי לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילו, עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",ג'סי,7 שנים,05-08-2016,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/08/jesi01-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%a1%d7%99-9
105,"קוקה המתוק, כלבלבון עדין ומקסים שהגיע אלינו עם לקויות בעור ושבר באגן. כל כך צעיר וכבר צריך להתמודד עם צרות העולם. קוקה נותח וטופל, הוא עדיין סוחב צליעה קלה, אבל הולך, מתרוצץ, משחק ומפזר מלא אהבה.",קוקה,שנה,18-11-2022,זכר,בינוני,לבן,חינוך בסיסי,מעורב,"בית עם חתולים, ילדים",https://www.letlive.org.il/wp-content/uploads/2023/11/dog9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a7%d7%95%d7%a7%d7%94-3
